6.893012406900834721e-01;4.000798575444448613e-01;9.418174411894497666e-01;3.811400479421442888e-01;-1.947268911657886736e-01
9.557201170050869665e-01;2.209252526943870920e-01;7.079670049899861040e-01;-3.704952667289643786e-01;-5.543326424668482133e-01
7.485670669555447576e-01;3.917527764986974970e-01;9.066838657116670364e-01;3.190427822695323101e-01;-2.927562973887846143e-01
4.699214435052220806e-01;5.631277108899286343e-01;8.371635153942768026e-01;1.306382805834314098e-01;-4.657241428599274702e-01
4.064220053003115285e-01;5.953412138990767932e-01;8.549170032927119189e-01;2.010888554828746955e-01;-4.060800582147058302e-01
7.190171193423442464e-01;5.256429659349605432e-02;3.996741233578872121e-01;-9.870962499492138553e-01;1.214257405157457281e-01
3.873114904874105369e-01;9.513770596323333217e-01;4.454665806714416809e-01;-9.730548896924390290e-01;1.688291437370461612e-01
5.287084402008239703e-01;7.167246814553394074e-01;1.959672765538545136e-01;-3.731605249258522772e-01;5.806981866379055113e-01
9.696583242861409602e-01;1.518098360022282489e-01;6.231711870735598957e-01;-5.393491244464307943e-01;-5.210281132847778274e-01
3.290033233616679875e-01;6.481405750387212450e-01;8.917478529481652760e-01;2.892373948726281174e-01;-3.274772111517546547e-01
2.579611342097652971e-01;6.524876591113272228e-01;9.055636647544044182e-01;4.291471986348676104e-01;4.340763938068881167e-02
8.081884597332776865e-01;3.919846209825698091e-01;8.767100037340032070e-01;4.300897899484010800e-01;1.979689824771124762e-02
5.737089379939411815e-01;4.662199366935756428e-01;8.751824569740995763e-01;2.114573599317433050e-01;-3.982314684269685490e-01
8.768744281305257404e-02;7.411778343793169466e-01;8.086153637258562954e-01;-1.426481940437981377e-01;-5.470038268372392487e-01
5.413097173957360786e-01;4.553812070725447581e-01;8.843816830170745380e-01;4.936415715272413074e-02;-4.921156757388914782e-01
4.687172582503282836e-01;5.789800774746983736e-01;8.254183780847957896e-01;8.828667777190912780e-02;-4.743783825927635478e-01
6.182306062171989414e-01;4.212646472582780022e-01;8.829899181913846151e-01;2.206232478771379402e-01;-3.910325963368918023e-01
4.502894311409893352e-02;8.137902387032165397e-01;7.034183101938287219e-01;-3.922723763864625068e-01;-5.519546756934112786e-01
8.041918921353428118e-01;3.932565455815915656e-01;8.886927594283580145e-01;3.535611262341038508e-01;-2.441054361879765322e-01
5.151684674135144082e-01;5.109176211467930662e-01;1.842900302114803546e-01;-3.283874375330110285e-01;5.973959314677770305e-01
9.540608066144852240e-01;1.813539073845687744e-01;6.608846193014019654e-01;-4.672246373867469105e-01;-5.395450676680982882e-01
4.993860551554774596e-01;6.088590353337434147e-01;1.896873620964730778e-01;-3.490106854101491241e-01;5.827642889164657003e-01
5.023728138585603631e-01;6.468783106265275640e-01;1.859533589055976099e-01;3.364888473570859517e-02;5.251863065498039163e-01
9.738160820363056525e-01;2.173896243153342345e-01;7.087816965952680182e-01;-3.439076910575712409e-01;-5.564897052230806107e-01
7.999393166485722073e-01;5.900442114550488726e-02;4.458399809905291833e-01;-8.348840043879250938e-01;-3.521145062470357745e-01
4.207062973199766631e-01;5.965358570034744456e-01;8.622152822566957475e-01;2.358347214886442611e-01;-3.784930447720465940e-01
8.671129421469578880e-01;6.710287776965602469e-02;4.342645710988152774e-01;-9.970584650388005787e-01;6.505623306673236073e-02
4.248498324096505740e-01;6.204190589045992521e-01;8.479921246478155927e-01;1.827408280177140742e-01;-4.192043557074452975e-01
5.065542760428766167e-01;7.111700740292317136e-01;1.710512916256492211e-01;-2.740259212611222406e-01;5.849993177964172286e-01
5.881970881473088664e-01;4.383438575702054418e-01;8.636409925659390696e-01;1.887376589607117072e-01;-4.150071793805593101e-01
1.759011240642675000e-01;6.775719442414016580e-01;9.163922740079432083e-01;3.357656522975662750e-01;-2.705619408367065937e-01
8.612484651378886635e-01;7.428683670742186607e-02;4.879323805967615835e-01;-9.757689026124405363e-01;-1.342511678675616382e-01
6.062835714048668834e-01;6.990433194977981046e-02;2.244475372551681946e-01;-9.394953886157720868e-01;2.434947015521753411e-01
6.823558414837077590e-02;7.212875097004376457e-01;8.585152245493736789e-01;1.470848738471537409e-01;-4.422953226822946560e-01
8.431667227671608977e-02;7.301587812708297820e-01;8.466343053056790691e-01;1.465485718929020464e-01;-4.426201815311248122e-01
7.989816575088540263e-02;8.726143363612652859e-01;7.243626735462846966e-01;-3.853817088530452351e-01;-5.527733199924633745e-01
2.842872787783682909e-01;9.935727556970951335e-01;4.984554804983197251e-01;-9.060496485597042682e-01;2.966286148668402234e-01
9.691794947162814255e-02;7.157812032084701626e-01;8.808174072439661773e-01;2.387600048754723314e-01;-3.759981288130308519e-01
5.204972242107608338e-01;4.123547349405737861e-01;1.865983230931124726e-01;-3.366757404623572647e-01;5.835699388615642746e-01
1.957938852041662403e-01;6.559814266807920680e-01;9.122169795308734397e-01;4.255230975500752244e-01;-5.151611624749063978e-02
4.870929356045340941e-01;7.761638110081049424e-01;2.264503207848195809e-01;-3.374070613090643933e-01;5.835179614457515207e-01
5.418691420417102167e-01;2.332935118965200894e-01;1.832037747377711356e-01;1.306870353065452406e-01;4.785755589196492021e-01
5.056629893187818137e-02;8.030159103277058064e-01;7.656743270307885263e-01;-4.736277576890262075e-01;-5.381676661490583102e-01
5.111292318341069674e-01;7.673118598113687350e-01;2.260769204657320230e-01;4.027952707918580622e-02;5.225094696354433133e-01
5.107167746798717545e-01;5.670497467421019566e-01;1.814046641094402279e-01;-3.167838134319262977e-01;5.958106202854858147e-01
